Store_ID,Product_ID,Stock_On_Hand
1,1,27
1,2,0
1,3,32
1,4,6
1,5,0
1,6,79
1,7,5
1,8,63
1,9,12
1,10,22
1,11,19
1,12,3
1,13,12
1,14,3
1,15,2
1,16,8
1,17,7
1,18,11
1,19,25
1,20,11
1,21,21
1,22,2
1,23,1
1,24,9
1,25,54
1,26,13
1,27,33
1,28,10
1,29,4
1,30,44
1,31,7
1,32,4
1,33,2
1,34,0
1,35,12
2,1,0
2,2,6
2,3,18
2,6,6
2,7,14
2,8,76
2,9,0
2,10,10
2,11,0
2,12,2
2,13,3
2,14,21
2,15,20
2,17,12
2,18,38
2,19,35
2,21,20
2,23,8
2,24,39
2,25,32
2,26,12
2,27,30
2,28,2
2,29,5
2,30,50
2,31,18
2,32,10
2,33,11
2,34,18
3,1,17
3,2,8
3,3,35
3,6,21
3,7,8
3,8,44
3,9,4
3,10,54
3,11,13
3,12,4
3,13,8
3,14,4
3,15,0
3,17,1
3,18,52
3,19,33
3,21,3
3,23,13
3,24,15
3,25,44
3,26,13
3,27,23
3,28,10
3,29,0
3,30,43
3,31,29
3,32,4
3,33,4
3,34,7
4,1,2
4,2,18
4,3,6
4,4,2
4,5,14
4,6,44
4,7,9
4,8,15
4,9,27
4,10,8
4,11,3
4,12,7
4,13,4
4,14,4
4,15,9
4,16,8
4,17,2
4,18,17
4,19,2
4,20,13
4,21,24
4,22,5
4,23,26
4,24,20
4,25,18
4,26,10
4,27,19
4,28,6
4,29,20
4,30,28
4,31,35
4,32,6
4,33,2
4,34,0
4,35,4
5,1,8
5,2,14
5,3,3
5,6,12
5,7,30
5,8,27
5,9,31
5,10,39
5,11,0
5,12,0
5,13,17
5,14,14
5,15,0
5,17,7
5,18,9
5,19,18
5,21,0
5,23,11
5,24,60
5,25,9
5,26,4
5,27,45
5,28,0
5,29,8
5,30,39
5,31,31
5,32,10
5,33,17
5,34,10
6,1,0
6,2,47
6,3,20
6,4,14
6,5,8
6,6,32
6,7,18
6,8,50
6,9,3
6,10,52
6,11,20
6,12,2
6,13,2
6,14,11
6,15,11
6,16,10
6,17,22
6,18,11
6,19,39
6,20,9
6,21,36
6,22,5
6,23,15
6,24,15
6,25,62
6,26,7
6,27,37
6,28,2
6,29,10
6,30,67
6,31,17
6,32,7
6,33,7
6,34,8
6,35,3
7,1,14
7,2,7
7,3,10
7,4,17
7,5,19
7,6,10
7,7,1
7,8,46
7,9,0
7,10,36
7,11,7
7,12,38
7,13,20
7,14,3
7,15,3
7,16,6
7,17,4
7,18,31
7,19,24
7,20,7
7,21,49
7,22,8
7,23,9
7,24,25
7,25,10
7,26,16
7,27,48
7,28,0
7,29,8
7,30,27
7,31,15
7,32,3
7,33,18
7,34,2
7,35,17
8,1,10
8,2,11
8,3,8
8,4,18
8,5,10
8,6,12
8,7,8
8,8,42
8,9,0
8,10,54
8,11,8
8,12,4
8,13,0
8,14,0
8,15,0
8,16,8
8,17,5
8,18,18
8,19,11
8,20,5
8,21,37
8,22,13
8,23,8
8,24,7
8,25,71
8,26,20
8,27,47
8,28,20
8,29,3
8,30,13
8,31,27
8,32,7
8,33,17
8,34,18
8,35,8
9,1,15
9,2,18
9,3,10
9,4,6
9,5,3
9,6,55
9,7,22
9,8,29
9,9,50
9,10,69
9,11,1
9,12,6
9,13,19
9,14,11
9,15,9
9,16,5
9,17,8
9,18,8
9,19,54
9,20,4
9,21,12
9,22,9
9,23,31
9,24,16
9,25,4
9,26,21
9,27,29
9,28,9
9,29,8
9,30,11
9,31,6
9,32,3
9,33,9
9,34,5
9,35,4
10,1,5
10,2,17
10,3,15
10,4,17
10,5,4
10,6,24
10,7,13
10,8,73
10,9,10
10,10,57
10,11,9
10,12,15
10,13,17
10,14,4
10,15,13
10,16,1
10,17,3
10,18,17
10,19,57
10,20,4
10,21,16
10,22,13
10,23,9
10,24,20
10,25,68
10,26,9
10,27,24
10,28,19
10,29,12
10,30,42
10,31,7
10,32,13
10,33,12
10,34,16
10,35,2
11,1,19
11,2,18
11,3,18
11,6,32
11,7,19
11,8,64
11,9,13
11,10,17
11,11,9
11,12,17
11,13,2
11,14,18
11,15,7
11,17,5
11,18,34
11,19,51
11,21,0
11,23,23
11,24,39
11,25,70
11,26,10
11,27,28
11,28,11
11,29,4
11,30,10
11,31,20
11,32,4
11,33,6
11,34,9
12,1,16
12,2,16
12,3,44
12,4,8
12,5,17
12,6,23
12,7,11
12,8,61
12,9,14
12,10,17
12,11,8
12,12,10
12,13,15
12,14,13
12,15,11
12,16,14
12,17,5
12,18,20
12,19,52
12,20,15
12,21,15
12,22,4
12,23,15
12,24,34
12,25,23
12,26,20
12,27,36
12,28,10
12,29,19
12,30,45
12,31,13
12,32,9
12,33,5
12,34,9
12,35,9
13,1,0
13,2,2
13,3,3
13,6,14
13,7,16
13,8,66
13,9,0
13,10,84
13,11,0
13,12,0
13,13,14
13,14,21
13,15,27
13,17,9
13,18,47
13,19,49
13,21,9
13,23,6
13,24,24
13,25,37
13,26,2
13,27,56
13,28,0
13,29,3
13,30,17
13,31,24
13,32,7
13,33,3
13,34,3
14,1,21
14,2,5
14,3,22
14,6,18
14,7,13
14,8,57
14,9,10
14,10,32
14,11,10
14,12,2
14,13,14
14,14,4
14,15,0
14,17,14
14,18,7
14,19,23
14,21,0
14,23,4
14,24,10
14,25,15
14,26,3
14,27,34
14,28,22
14,29,0
14,30,10
14,31,5
14,32,2
14,33,2
14,34,8
15,1,24
15,2,5
15,3,3
15,6,29
15,7,10
15,8,40
15,9,26
15,10,39
15,11,28
15,12,0
15,13,13
15,14,20
15,15,2
15,17,24
15,18,34
15,19,63
15,21,12
15,23,18
15,24,35
15,25,43
15,26,17
15,27,26
15,28,2
15,29,13
15,30,13
15,31,4
15,32,16
15,33,8
15,34,7
16,1,13
16,2,28
16,3,37
16,4,7
16,5,14
16,6,27
16,7,19
16,8,18
16,9,8
16,10,43
16,11,12
16,12,12
16,13,5
16,14,19
16,15,1
16,16,14
16,17,14
16,18,27
16,19,29
16,20,2
16,21,54
16,22,9
16,23,2
16,24,6
16,25,37
16,26,19
16,27,15
16,28,0
16,29,7
16,30,49
16,31,14
16,32,7
16,33,6
16,34,2
16,35,6
17,1,22
17,2,15
17,3,8
17,6,16
17,7,20
17,8,20
17,9,7
17,10,67
17,11,6
17,12,10
17,13,16
17,14,4
17,15,11
17,17,27
17,18,27
17,19,53
17,21,27
17,23,13
17,24,27
17,25,59
17,26,25
17,27,12
17,28,3
17,29,16
17,30,22
17,31,20
17,32,15
17,33,27
17,34,11
18,1,1
18,2,12
18,3,64
18,4,10
18,5,7
18,6,22
18,7,16
18,8,52
18,9,50
18,10,16
18,11,12
18,12,3
18,13,30
18,14,67
18,15,5
18,16,10
18,17,19
18,18,29
18,19,15
18,20,3
18,21,29
18,22,18
18,23,16
18,24,26
18,25,74
18,26,2
18,27,40
18,28,0
18,29,28
18,30,15
18,31,4
18,32,9
18,33,9
18,34,8
18,35,10
19,1,5
19,2,14
19,3,7
19,4,18
19,5,17
19,6,11
19,7,16
19,8,84
19,9,8
19,10,45
19,11,0
19,12,3
19,13,7
19,14,4
19,15,0
19,16,2
19,17,5
19,18,19
19,19,37
19,20,11
19,21,24
19,22,3
19,23,10
19,24,16
19,25,18
19,26,5
19,27,27
19,28,6
19,29,29
19,30,7
19,31,4
19,32,5
19,33,0
19,34,15
19,35,14
20,1,38
20,2,2
20,3,24
20,6,4
20,7,9
20,8,26
20,9,9
20,10,34
20,11,3
20,12,4
20,13,11
20,14,6
20,15,36
20,17,23
20,18,8
20,19,2
20,21,0
20,23,12
20,24,18
20,25,92
20,26,12
20,27,12
20,28,3
20,29,9
20,30,17
20,31,10
20,32,9
20,33,28
20,34,19
21,1,7
21,2,24
21,3,74
21,6,10
21,7,8
21,8,11
21,9,26
21,10,13
21,11,11
21,12,21
21,13,5
21,14,4
21,15,9
21,17,4
21,18,6
21,19,49
21,21,14
21,23,30
21,24,19
21,25,46
21,26,21
21,27,54
21,28,7
21,29,8
21,30,49
21,31,19
21,32,3
21,33,16
21,34,16
22,1,10
22,2,25
22,3,0
22,4,6
22,5,14
22,6,8
22,7,30
22,8,71
22,9,14
22,10,64
22,11,7
22,12,3
22,13,19
22,14,5
22,15,0
22,16,3
22,17,10
22,18,13
22,19,17
22,20,18
22,21,30
22,22,4
22,23,7
22,24,29
22,25,6
22,26,15
22,27,45
22,28,0
22,29,5
22,30,22
22,31,34
22,32,38
22,33,8
22,34,6
22,35,2
23,1,4
23,2,11
23,3,5
23,4,3
23,5,4
23,6,17
23,7,11
23,8,32
23,9,9
23,10,35
23,11,18
23,12,14
23,13,31
23,14,7
23,15,14
23,16,7
23,17,9
23,18,42
23,19,27
23,20,2
23,21,30
23,22,11
23,23,8
23,24,40
23,25,38
23,26,15
23,27,7
23,28,48
23,29,9
23,30,38
23,31,19
23,32,11
23,33,6
23,34,18
23,35,4
24,1,11
24,2,25
24,3,13
24,4,1
24,5,4
24,6,46
24,7,15
24,8,53
24,9,19
24,10,19
24,11,13
24,12,0
24,13,10
24,14,36
24,15,0
24,16,3
24,17,27
24,18,20
24,19,67
24,20,7
24,21,0
24,22,13
24,23,16
24,24,4
24,25,48
24,26,21
24,27,50
24,28,0
24,29,3
24,30,50
24,31,10
24,32,10
24,33,4
24,34,17
24,35,19
25,1,8
25,2,18
25,3,43
25,6,3
25,7,7
25,8,66
25,9,9
25,10,8
25,11,3
25,12,17
25,13,23
25,14,20
25,15,13
25,17,4
25,18,34
25,19,28
25,21,5
25,23,10
25,24,10
25,25,80
25,26,3
25,27,29
25,28,16
25,29,6
25,30,46
25,31,0
25,32,10
25,33,4
25,34,23
26,1,6
26,2,15
26,3,15
26,4,12
26,5,8
26,6,23
26,7,16
26,8,22
26,9,15
26,10,25
26,11,2
26,12,14
26,13,20
26,14,2
26,15,20
26,16,20
26,17,6
26,18,7
26,19,90
26,20,6
26,21,26
26,22,5
26,23,4
26,24,11
26,25,71
26,26,4
26,27,8
26,28,26
26,29,3
26,30,46
26,31,4
26,32,2
26,33,2
26,34,17
26,35,8
27,1,27
27,2,30
27,3,55
27,6,7
27,7,22
27,8,12
27,9,6
27,10,45
27,11,0
27,12,5
27,13,10
27,14,21
27,15,3
27,17,2
27,18,18
27,19,34
27,21,2
27,23,16
27,24,46
27,25,18
27,26,6
27,27,11
27,28,8
27,29,3
27,30,37
27,31,13
27,32,6
27,33,7
27,34,9
28,1,6
28,2,0
28,3,60
28,6,16
28,7,10
28,8,45
28,9,7
28,10,8
28,11,4
28,12,4
28,13,2
28,14,17
28,15,0
28,17,17
28,18,24
28,19,13
28,21,11
28,23,24
28,24,19
28,25,10
28,26,15
28,27,24
28,28,3
28,29,5
28,30,27
28,31,18
28,32,3
28,33,9
28,34,19
29,1,2
29,2,15
29,3,17
29,6,17
29,7,10
29,8,10
29,9,6
29,10,45
29,11,8
29,12,6
29,13,5
29,14,5
29,15,18
29,17,25
29,18,26
29,19,12
29,21,10
29,23,37
29,24,14
29,25,47
29,26,2
29,27,27
29,28,1
29,29,6
29,30,32
29,31,3
29,32,7
29,33,6
29,34,16
30,1,15
30,2,30
30,3,10
30,6,18
30,7,13
30,8,110
30,9,59
30,10,55
30,11,3
30,12,8
30,13,18
30,14,10
30,15,9
30,17,13
30,18,9
30,19,19
30,21,18
30,23,12
30,24,23
30,25,6
30,26,13
30,27,29
30,28,3
30,29,19
30,30,21
30,31,20
30,32,13
30,33,10
30,34,18
31,1,5
31,2,36
31,3,36
31,6,41
31,7,18
31,8,84
31,9,10
31,10,139
31,11,8
31,12,13
31,13,19
31,14,9
31,15,4
31,17,19
31,18,2
31,19,95
31,21,6
31,23,9
31,24,29
31,25,94
31,26,17
31,27,27
31,28,10
31,29,28
31,30,66
31,31,39
31,32,12
31,33,20
31,34,20
32,1,25
32,2,10
32,3,45
32,6,65
32,7,18
32,8,56
32,9,3
32,10,138
32,11,6
32,12,4
32,13,13
32,14,27
32,15,27
32,17,8
32,18,40
32,19,35
32,21,0
32,23,23
32,24,42
32,25,20
32,26,11
32,27,53
32,28,5
32,29,4
32,30,28
32,31,4
32,32,8
32,33,13
32,34,20
33,1,10
33,2,16
33,3,21
33,4,15
33,5,7
33,6,8
33,7,4
33,8,66
33,9,3
33,10,12
33,11,4
33,12,17
33,13,0
33,14,11
33,15,0
33,16,5
33,17,2
33,18,15
33,19,61
33,20,11
33,21,13
33,22,5
33,23,22
33,24,27
33,25,57
33,26,5
33,27,6
33,28,5
33,29,9
33,30,39
33,31,7
33,32,15
33,33,9
33,34,14
33,35,18
34,1,5
34,2,25
34,3,17
34,4,15
34,5,7
34,6,24
34,7,5
34,8,68
34,9,0
34,10,57
34,11,18
34,12,6
34,13,3
34,14,5
34,15,10
34,16,7
34,17,19
34,18,12
34,19,14
34,20,17
34,21,22
34,22,15
34,23,13
34,24,28
34,25,131
34,26,3
34,27,12
34,28,13
34,29,3
34,30,53
34,31,30
34,32,19
34,33,9
34,34,17
34,35,20
35,1,8
35,2,37
35,3,12
35,6,31
35,7,10
35,8,77
35,9,4
35,10,86
35,11,8
35,12,15
35,13,3
35,14,38
35,15,0
35,17,10
35,18,11
35,19,44
35,21,6
35,23,5
35,24,44
35,25,14
35,26,5
35,27,16
35,28,20
35,29,11
35,30,10
35,31,74
35,32,20
35,33,14
35,34,9
36,1,2
36,2,26
36,3,26
36,4,0
36,5,3
36,6,27
36,7,15
36,8,58
36,9,19
36,10,33
36,11,1
36,12,1
36,13,18
36,14,110
36,15,2
36,16,7
36,17,12
36,18,4
36,19,28
36,20,2
36,21,33
36,22,21
36,23,19
36,24,9
36,25,125
36,26,7
36,27,46
36,28,7
36,29,14
36,30,15
36,31,6
36,32,7
36,33,21
36,34,2
36,35,12
37,1,23
37,2,3
37,3,4
37,4,4
37,5,2
37,6,17
37,7,16
37,8,129
37,9,10
37,10,34
37,11,7
37,12,11
37,13,21
37,14,5
37,15,4
37,16,6
37,17,7
37,18,6
37,19,69
37,20,11
37,21,53
37,22,9
37,23,0
37,24,27
37,25,34
37,26,11
37,27,18
37,28,4
37,29,5
37,30,35
37,31,14
37,32,0
37,33,10
37,34,13
37,35,14
38,1,21
38,2,34
38,3,54
38,4,15
38,5,20
38,6,54
38,7,84
38,8,94
38,9,6
38,10,68
38,11,2
38,12,0
38,13,21
38,14,7
38,15,5
38,16,6
38,17,24
38,18,10
38,19,7
38,20,11
38,21,63
38,22,8
38,23,27
38,24,11
38,25,57
38,26,17
38,27,24
38,28,26
38,29,25
38,30,7
38,31,17
38,32,20
38,33,9
38,34,18
38,35,2
39,1,0
39,2,9
39,3,13
39,6,11
39,7,21
39,8,90
39,9,6
39,10,49
39,11,2
39,12,3
39,13,15
39,14,12
39,15,0
39,17,35
39,18,22
39,19,9
39,21,5
39,23,5
39,24,58
39,25,40
39,26,8
39,27,16
39,28,0
39,29,16
39,30,19
39,31,15
39,32,5
39,33,14
39,34,4
40,1,10
40,2,29
40,3,9
40,6,29
40,7,4
40,8,61
40,9,11
40,10,66
40,11,10
40,12,2
40,13,2
40,14,13
40,15,1
40,17,19
40,18,26
40,19,23
40,21,10
40,23,10
40,24,33
40,25,13
40,26,4
40,27,25
40,28,0
40,29,1
40,30,28
40,31,5
40,32,7
40,33,16
40,34,5
41,1,21
41,2,19
41,3,63
41,4,0
41,5,8
41,6,7
41,7,14
41,8,32
41,9,18
41,10,94
41,11,0
41,12,19
41,13,6
41,14,6
41,15,6
41,16,17
41,17,3
41,18,9
41,19,100
41,20,17
41,21,29
41,22,9
41,23,19
41,24,4
41,25,19
41,26,2
41,27,25
41,28,0
41,29,0
41,30,74
41,31,18
41,32,29
41,33,13
41,34,15
41,35,10
42,1,8
42,2,10
42,3,32
42,4,11
42,5,12
42,6,29
42,7,7
42,8,54
42,9,30
42,10,39
42,11,20
42,12,10
42,13,7
42,14,13
42,15,3
42,16,0
42,17,11
42,18,21
42,19,44
42,20,8
42,21,69
42,22,7
42,23,31
42,24,69
42,25,46
42,26,18
42,27,23
42,28,0
42,29,35
42,30,9
42,31,11
42,32,4
42,33,18
42,34,34
42,35,13
43,1,24
43,2,8
43,3,20
43,6,18
43,7,25
43,8,71
43,9,4
43,10,49
43,11,3
43,12,3
43,13,12
43,14,16
43,15,10
43,17,18
43,18,16
43,19,17
43,21,9
43,23,2
43,24,16
43,25,55
43,26,6
43,27,29
43,28,4
43,29,9
43,30,14
43,31,18
43,32,38
43,33,5
43,34,7
44,1,0
44,2,4
44,3,19
44,5,14
44,6,2
44,7,17
44,8,33
44,10,41
44,11,0
44,14,7
44,15,4
44,16,3
44,17,10
44,18,117
44,24,6
44,25,26
44,27,24
44,30,26
44,31,8
44,32,29
44,33,0
44,34,22
45,1,26
45,2,23
45,3,63
45,6,8
45,7,15
45,8,8
45,9,0
45,10,42
45,11,10
45,12,8
45,13,15
45,14,18
45,15,19
45,17,4
45,18,14
45,19,75
45,21,14
45,23,16
45,24,26
45,25,57
45,26,14
45,27,14
45,28,0
45,29,4
45,30,36
45,31,6
45,32,6
45,33,7
45,34,3
46,1,11
46,2,3
46,3,24
46,6,65
46,7,15
46,8,74
46,9,22
46,10,71
46,11,12
46,12,13
46,13,6
46,14,29
46,15,6
46,17,40
46,18,21
46,19,58
46,21,2
46,23,23
46,24,10
46,25,37
46,26,14
46,27,25
46,28,1
46,29,3
46,30,9
46,31,13
46,32,8
46,33,11
46,34,24
47,1,11
47,2,15
47,3,74
47,6,11
47,7,4
47,8,70
47,9,6
47,10,20
47,11,10
47,12,5
47,13,15
47,14,11
47,15,3
47,17,8
47,18,12
47,19,68
47,21,25
47,23,29
47,24,24
47,25,14
47,26,23
47,27,36
47,28,4
47,29,10
47,30,36
47,31,48
47,32,6
47,33,13
47,34,3
48,1,3
48,2,23
48,3,35
48,4,15
48,5,9
48,6,6
48,7,28
48,8,100
48,9,13
48,10,52
48,11,6
48,12,1
48,13,56
48,14,11
48,15,3
48,16,5
48,17,9
48,18,10
48,19,59
48,20,10
48,21,8
48,22,2
48,23,1
48,24,40
48,25,23
48,26,2
48,27,17
48,28,1
48,29,20
48,30,49
48,31,41
48,32,7
48,33,0
48,34,39
48,35,3
49,1,30
49,2,0
49,3,14
49,4,19
49,5,13
49,6,23
49,7,24
49,8,77
49,9,25
49,10,36
49,11,18
49,12,14
49,13,18
49,14,37
49,15,0
49,16,1
49,17,9
49,18,36
49,19,48
49,20,13
49,21,37
49,22,8
49,23,18
49,24,23
49,25,23
49,26,19
49,27,32
49,28,10
49,29,12
49,30,3
49,31,51
49,32,11
49,33,15
49,34,2
49,35,19
50,1,18
50,2,49
50,3,22
50,4,16
50,5,3
50,6,27
50,7,13
50,8,51
50,9,7
50,10,34
50,11,20
50,12,0
50,13,15
50,14,32
50,15,16
50,16,5
50,17,6
50,18,51
50,19,40
50,20,17
50,21,36
50,22,1
50,23,23
50,24,10
50,25,34
50,26,9
50,27,14
50,28,0
50,29,15
50,30,4
50,31,18
50,32,9
50,33,1
50,34,17
50,35,8
